Текст фразы,Эмоция,Augmented
попробовать это действие очень интересно,Интерес,['opoppetobobtaga utbo transo internago formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_BAR_formula_BAR_BAR_formula_BAR_BAR_formula_BAR_BAR_formula_BAR_BAR_formula_BAR_BAR_formula_BAR_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_BAR_formula_formula_BAR_formula_formula_BAR_formula_formula_BAR_formula_formula_formula_BAR_formula_formula_formula_']
впечатлить возможность программа очень перспективный,Интерес,"[""I don't know what to do.""]"
широкий спектр функция просто удивительно,Интерес,"[""I don't know what to do.""]"
слышать ранний представлять это просто использовать,Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
нетерпение ждать возможность использовать это практика,Интерес,"[""It's okay.""]"
этот система очень интуитивно понятный понравиться она пользоваться,Интерес,"[""I don't know what to do, but I don't know what to do.""]"
этот концепция инвестирование очень современный удовольствие ознакомиться,Интерес,"[""I don't know what to do.""]"
нравиться просто удобно пользоваться ваш мобильный приложение,Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
ваш новый технология управление финансы действительно заинтересовать,Интерес,"[""I don't know what to do.""]"
знать такой широкий гамма финансовый продукт,Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
этот программа предлагать уникальный возможность хотеться подробный изучить,Интерес,"[""I don't want you to know that I don't want any of them to be like you.""]"
следить развиттие ваш компания делать обещать шаг,Интерес,"['Kryptochka, hot dog, Hu ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha hahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh']"
любопытно это работать высокий нагрузка,Интерес,"[""I don't know what to do.""]"
казаться ещё разобраться это направление выглядеть многообещающий,Интерес,"[""I don't know what to do, but I don't know what to do.""]"
казаться это сработать хотя нужно ещё провести пара тест,Интерес,"[""I don't know what to do, but I don't know what to do.""]"
казаться проект двигаться оставаться вопрос который хотеться понять,Интерес,"[""I don't know what to do, but I don't know what to do.""]"
очень интересно новый система повлиять наш работа давать обсудить это следующий собрание,Интерес,"['Oh, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay.']"
задуматься оптимизировать процесс возможно смысл рассмотреть другой вариант,Интерес,"[""I don't know what to do.""]"
хотеть узнать новый технология который мочь изменить наш подход работа это захватывающий,Интерес,['♪ Technology ♪ ♪ Technology ♪ Technology ♪ Technology ♪']
рада узнать ваш мнение повод новый проект это полезно,Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
интересно часто человек замечать чтоть новый свой привычка,Интерес,"[""I don't know what to do, but I don't know what to do.""]"
этот штука выглядеть очень необычно хотеться потрогать попробовать,Интерес,"[""I don't know what to do.""]"
рассказать подробный заниматься свободный время,Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
