Текст фразы,Эмоция,Augmented
['следить развиттие ваш компания делать обещать шаг'],Интерес,"['Kryptochka, hot dog, Hu ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha hahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh']"
['любопытно это работать высокий нагрузка'],Интерес,"[""I don't know what to do.""]"
['казаться ещё разобраться это направление выглядеть многообещающий'],Интерес,"[""I don't know what to do, but I don't know what to do.""]"
['казаться это сработать хотя нужно ещё провести пара тест'],Интерес,"[""I don't know what to do, but I don't know what to do.""]"
['казаться проект двигаться оставаться вопрос который хотеться понять'],Интерес,"[""I don't know what to do, but I don't know what to do.""]"
['очень интересно новый система повлиять наш работа давать обсудить это следующий собрание'],Интерес,"['Oh, okay, okay, okay, okay, okay, okay, okay, okay, okay, okay.']"
['задуматься оптимизировать процесс возможно смысл рассмотреть другой вариант'],Интерес,"[""I don't know what to do.""]"
['хотеть узнать новый технология который мочь изменить наш подход работа это захватывающий'],Интерес,['♪ Technology ♪ ♪ Technology ♪ Technology ♪ Technology ♪']
['рада узнать ваш мнение повод новый проект это полезно'],Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['интересно часто человек замечать чтоть новый свой привычка'],Интерес,"[""I don't know what to do, but I don't know what to do.""]"
['этот штука выглядеть очень необычно хотеться потрогать попробовать'],Интерес,"[""I don't know what to do.""]"
['рассказать подробный заниматься свободный время'],Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['слышать магазин открыться новый отдел интересный вещь пойти посмотреть'],Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['этот новый мелодия звучать необычно сочинить'],Интерес,['ENOOT ENOOGOOGOHOHILELODIGUETOTOTOTOSION ENOTION ENOTONION ENOLATION']
['очень хотеть посмотреть фильм слышать очень забавный интересный'],Интерес,"['Oh, come on, okay, okay, okay, okay, okay, okay, okay, okay, okay.']"
['этот выставка искусство просто удивительный видеть столько красивый работа'],Интерес,"[""I don't know what to do, but I don't know what to do.""]"
['знать видеть звезда небо такой яркий красивый'],Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['ого смочь отремонтировать вещь сам'],Интерес,['Oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo']
['широкий выбор глаз разбегаться точно чтонибыть найти'],Интерес,"[""I don't know what to do, but I don't know what to do.""]"
['этот идея очень зацепить хотеть посмотреть вариант'],Интерес,"[""I don't know what to do.""]"
['ух крутой дизайн очень нравиться выглядеть дать потрогать'],Интерес,['Kryptochka Kryptochka']
['слышать отзыв продукт действительно заинтересовать дать посмотреть'],Интерес,"['Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.']"
['давно мечтать чемтый подобный наконецтый найти это это работать'],Интерес,"[""I know that's not true.""]"
['какиенибудь программа молодой специалист интересовать скидка услуга банк'],Интерес,"['Criminologists, hit men, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans, hooligans.']"
['какой программа лояльность предлагать ваш банк бонусный программа активный пользователь'],Интерес,"['Kryptochka, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh, hh x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x']"
